2.0000	0.0000
1.9982	-0.0843
1.9929	-0.1685
1.9840	-0.2523
1.9716	-0.3358
1.9557	-0.4186
1.9363	-0.5006
1.9135	-0.5818
1.8873	-0.6620
1.8577	-0.7410
1.8248	-0.8186
1.7887	-0.8948
1.7494	-0.9694
1.7069	-1.0423
1.6615	-1.1133
1.6131	-1.1824
1.5618	-1.2493
1.5077	-1.3141
1.4510	-1.3765
1.3917	-1.4364
1.3299	-1.4938
1.2657	-1.5485
1.1993	-1.6005
1.1308	-1.6496
1.0602	-1.6958
0.9878	-1.7390
0.9136	-1.7791
0.8378	-1.8161
0.7605	-1.8498
0.6818	-1.8802
0.6020	-1.9073
0.5210	-1.9309
0.4392	-1.9512
0.3565	-1.9680
0.2732	-1.9812
0.1895	-1.9910
0.1054	-1.9972
0.0211	-1.9999
-0.0632	-1.9990
-0.1475	-1.9946
-0.2314	-1.9866
-0.3150	-1.9750
-0.3979	-1.9600
-0.4802	-1.9415
-0.5616	-1.9195
-0.6420	-1.8941
-0.7213	-1.8654
-0.7993	-1.8333
-0.8759	-1.7980
-0.9509	-1.7595
-1.0242	-1.7178
-1.0958	-1.6731
-1.1653	-1.6254
-1.2328	-1.5749
-1.2981	-1.5215
-1.3611	-1.4654
-1.4216	-1.4067
-1.4797	-1.3456
-1.5351	-1.2820
-1.5878	-1.2161
-1.6376	-1.1481
-1.6846	-1.0781
-1.7285	-1.0061
-1.7694	-0.9323
-1.8071	-0.8569
-1.8416	-0.7800
-1.8729	-0.7016
-1.9008	-0.6220
-1.9253	-0.5414
-1.9464	-0.4597
-1.9641	-0.3772
-1.9783	-0.2941
-1.9889	-0.2105
-1.9960	-0.1264
-1.9996	-0.0422
-1.9996	0.0422
-1.9960	0.1264
-1.9889	0.2105
-1.9783	0.2941
-1.9641	0.3772
-1.9464	0.4597
-1.9253	0.5414
-1.9008	0.6220
-1.8729	0.7016
-1.8416	0.7800
-1.8071	0.8569
-1.7694	0.9323
-1.7285	1.0061
-1.6846	1.0781
-1.6376	1.1481
-1.5878	1.2161
-1.5351	1.2820
-1.4797	1.3456
-1.4216	1.4067
-1.3611	1.4654
-1.2981	1.5215
-1.2328	1.5749
-1.1653	1.6254
-1.0958	1.6731
-1.0242	1.7178
-0.9509	1.7595
-0.8759	1.7980
-0.7993	1.8333
-0.7213	1.8654
-0.6420	1.8941
-0.5616	1.9195
-0.4802	1.9415
-0.3979	1.9600
-0.3150	1.9750
-0.2314	1.9866
-0.1475	1.9946
-0.0632	1.9990
0.0211	1.9999
0.1054	1.9972
0.1895	1.9910
0.2732	1.9812
0.3565	1.9680
0.4392	1.9512
0.5210	1.9309
0.6020	1.9073
0.6818	1.8802
0.7605	1.8498
0.8378	1.8161
0.9136	1.7791
0.9878	1.7390
1.0602	1.6958
1.1308	1.6496
1.1993	1.6005
1.2657	1.5485
1.3299	1.4938
1.3917	1.4364
1.4510	1.3765
1.5077	1.3141
1.5618	1.2493
1.6131	1.1824
1.6615	1.1133
1.7069	1.0423
1.7494	0.9694
1.7887	0.8948
1.8248	0.8186
1.8577	0.7410
1.8873	0.6620
1.9135	0.5818
1.9363	0.5006
1.9557	0.4186
1.9716	0.3358
1.9840	0.2523
1.9929	0.1685
1.9982	0.0843
2.0000	0.0000
2.0000	0.0000
2.0816	0.0000
