31.95	7.95
31.15	7.30
30.45	6.65
29.70	6.00
28.90	5.55
28.05	5.00
27.20	4.55
26.35	4.15
25.40	3.85
24.60	3.60
23.60	3.30
22.75	3.15
21.85	3.05
20.90	3.00
20.00	2.90
19.10	3.00
18.20	3.20
17.30	3.25
16.55	3.50
15.70	3.70
14.85	4.10
14.15	4.40
13.40	4.75
12.70	5.20
12.05	5.65
11.45	6.15
10.90	6.65
10.30	7.25
9.70	7.85
9.35	8.35
8.90	9.05
8.55	9.65
8.15	10.35
7.95	10.95
7.75	11.70
7.55	12.35
7.45	13.00
7.35	13.75
7.30	14.35
7.35	14.95
7.35	15.75
7.55	16.35
7.70	16.95
7.80	17.55
8.05	18.15
8.30	18.75
8.65	19.30
8.90	19.85
9.30	20.30
9.65	20.80
10.20	21.25
10.60	21.65
11.10	22.15
11.55	22.45
11.95	22.70
12.55	23.00
13.05	23.20
13.45	23.40
14.00	23.55
14.55	23.60
15.10	23.75
15.70	23.75
16.15	23.85
16.70	23.80
17.15	23.75
17.75	23.75
18.20	23.60
18.65	23.50
19.10	23.35
19.60	23.15
20.00	22.95
20.40	22.70
20.70	22.55
21.00	22.15
21.45	21.95
21.75	21.55
22.00	21.25
22.25	21.00
22.50	20.70
22.65	20.35
22.75	20.05
22.90	19.65
23.00	19.35
23.10	19.00
23.15	18.65
23.20	18.25
23.20	18.05
23.20	17.80
23.10	17.45
23.05	17.15
22.90	16.90
22.85	16.60
22.70	16.40
22.60	16.20
22.55	16.05
22.40	15.95
22.35	15.80
22.20	15.65
22.15	15.55
22.00	15.40
21.90	15.30
21.85	15.25
21.75	15.15
21.65	15.05
21.55	15.00
21.50	14.90
19.35	31.65
20.35	31.45
21.35	31.10
22.25	30.90
23.20	30.45
23.95	30.05
24.90	29.65
25.60	29.05
26.35	28.50
27.15	27.90
27.75	27.35
28.30	26.60
28.95	25.85
29.50	25.15
29.95	24.45
30.40	23.70
30.60	22.90
30.90	22.10
31.25	21.30
31.35	20.55
31.50	19.70
31.55	18.90
31.65	18.15
31.60	17.35
31.45	16.55
31.30	15.80
31.15	15.05
30.90	14.35
30.60	13.65
30.30	13.00
29.90	12.30
29.50	11.75
29.00	11.15
28.50	10.60
28.00	10.10
27.55	9.65
26.90	9.10
26.25	8.80
25.70	8.40
25.15	8.05
24.50	7.75
23.90	7.65
23.15	7.40
22.50	7.30
21.90	7.10
21.25	7.05
20.50	7.00
19.90	6.95
19.25	7.05
18.75	7.10
18.05	7.25
17.50	7.35
16.90	7.60
16.35	7.80
15.80	8.05
15.40	8.35
14.90	8.70
14.45	8.90
13.95	9.30
13.60	9.65
13.25	10.10
12.95	10.55
12.65	10.90
12.35	11.40
12.20	11.75
11.95	12.20
11.80	12.65
11.75	13.05
11.55	13.60
11.55	14.00
11.55	14.35
11.55	14.70
11.60	15.25
11.65	15.70
11.80	16.05
11.85	16.50
12.00	16.75
12.15	17.20
12.30	17.60
12.55	17.85
12.80	18.05
13.10	18.40
13.30	18.60
13.55	18.85
13.80	19.05
14.15	19.25
14.45	19.50
14.85	19.55
15.00	19.70
15.25	19.70
15.55	19.85
15.95	19.90
16.20	19.90
16.55	19.90
16.85	19.90
17.20	19.90
17.40	19.80
17.65	19.75
17.80	19.70
18.00	19.60
18.20	19.55
3.90	9.60
3.55	10.65
3.35	11.40
3.10	12.35
3.10	13.25
3.05	14.15
3.00	15.10
3.10	16.00
3.20	16.85
3.45	17.75
3.70	18.70
3.95	19.55
4.35	20.25
4.70	21.10
5.15	21.80
5.60	22.50
6.20	23.30
6.80	23.85
7.35	24.45
8.05	24.95
8.80	25.45
9.50	26.00
10.20	26.35
10.90	26.75
11.70	27.00
12.45	27.25
13.30	27.60
14.05	27.60
14.70	27.75
15.55	27.75
16.40	27.75
17.10	27.75
17.90	27.75
18.55	27.70
19.35	27.60
20.10	27.35
20.70	27.10
21.45	26.80
22.05	26.50
22.70	26.15
23.35	25.65
23.80	25.30
24.30	24.85
24.75	24.35
25.25	23.95
25.65	23.45
26.05	23.00
26.20	22.30
26.60	21.80
26.75	21.25
27.00	20.70
27.15	20.15
27.15	19.60
27.35	19.10
27.35	18.45
27.40	18.00
27.30	17.40
27.15	16.90
27.00	16.40
27.00	15.90
26.75	15.35
26.55	14.85
26.30	14.45
25.95	14.10
25.75	13.70
25.35	13.30
25.05	12.95
24.80	12.70
24.40	12.45
24.05	12.20
23.55	11.85
23.20	11.65
22.75	11.40
22.30	11.30
21.90	11.10
21.45	11.05
21.10	11.00
20.70	10.95
20.35	10.95
19.95	11.00
19.55	11.00
19.15	11.05
18.85	11.10
18.45	11.25
18.15	11.35
17.85	11.50
17.50	11.70
17.20	11.95
17.00	12.05
16.75	12.20
16.65	12.35
16.50	12.50
16.35	12.70
16.20	12.80
16.15	12.95
16.00	13.10
15.95	13.25
15.90	13.40
15.80	13.50
15.80	13.65
15.75	13.85
15.65	14.05
15.65	14.25
15.65	14.50
15.65	14.60
